medal_date,medal_type,medal_code,name,gender,country_code,country,country_long,nationality_code,nationality,nationality_long,team,team_gender,discipline,event,event_type,url_event,birth_date,code_athlete,code_team,is_medallist
2024-07-29,Gold Medal,1.0,McINTOSH Summer,Female,CAN,Canada,Canada,CAN,Canada,Canada,,,Swimming,Women's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,2006-08-18,1967140,,True
2024-07-29,Silver Medal,2.0,GRIMES Katie,Female,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Women's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,2006-01-08,1935909,,True
2024-07-29,Bronze Medal,3.0,WEYANT Emma,Female,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Women's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,2001-12-24,1936001,,True
2024-07-30,Gold Medal,1.0,NAGASE Takanori,Male,JPN,Japan,Japan,JPN,Japan,Japan,,,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/fnl-000100--,1993-10-14,1896765,,True
2024-07-30,Silver Medal,2.0,GRIGALASHVILI Tato,Male,GEO,Georgia,Georgia,GEO,Georgia,Georgia,,,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/fnl-000100--,1999-12-01,1546651,,True
2024-07-30,Bronze Medal,3.0,LEE Joonhwan,Male,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,,,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/repf000100--,2002-06-19,1928079,,True
2024-07-30,Bronze Medal,3.0,MAKHMADBEKOV Somon,Male,TJK,Tajikistan,Tajikistan,TJK,Tajikistan,Tajikistan,,,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/repf000200--,1999-03-24,1570561,,True
2024-07-30,Gold Medal,1.0,LESKI Andreja,Female,SLO,Slovenia,Slovenia,SLO,Slovenia,Slovenia,,,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/fnl-000100--,1997-01-08,1980833,,True
2024-07-30,Silver Medal,2.0,AWITI ALCARAZ Prisca,Female,MEX,Mexico,Mexico,MEX,Mexico,Mexico,,,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/fnl-000100--,1996-02-20,1537287,,True
2024-07-30,Bronze Medal,3.0,AGBEGNENOU Clarisse,Female,FRA,France,France,FRA,France,France,,,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/repf000100--,1992-10-25,1891289,,True
2024-07-30,Bronze Medal,3.0,FAZLIU Laura,Female,KOS,Kosovo,Kosovo,KOS,Kosovo,Kosovo,,,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/repf000200--,2000-09-28,1550167,,True
2024-07-30,Gold Medal,1.0,HALES Nathan,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,1996-06-16,1904430,,True
2024-07-30,Silver Medal,2.0,QI Ying,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,1997-01-23,1913928,,True
2024-07-30,Bronze Medal,3.0,BROL CARDENAS Jean Pierre,Male,GUA,Guatemala,Guatemala,GUA,Guatemala,Guatemala,,,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,1982-12-18,1958970,,True
2024-07-30,Gold Medal,1.0,WIFFEN Daniel,Male,IRL,Ireland,Ireland,IRL,Ireland,Ireland,,,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,2001-07-14,1539969,,True
2024-07-30,Silver Medal,2.0,FINKE Bobby,Male,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,1999-11-06,1935902,,True
2024-07-30,Bronze Medal,3.0,PALTRINIERI Gregorio,Male,ITA,Italy,Italy,ITA,Italy,Italy,,,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,1994-09-05,1925630,,True
2024-07-30,Gold Medal,1.0,McKEOWN Kaylee,Female,AUS,Australia,Australia,AUS,Australia,Australia,,,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,2001-07-12,1946198,,True
2024-07-30,Silver Medal,2.0,SMITH Regan,Female,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,2002-02-09,1935984,,True
2024-07-30,Bronze Medal,3.0,BERKOFF Katharine,Female,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,2001-01-28,1935873,,True
2024-07-31,Gold Medal,1.0,OKA Shinnosuke,Male,JPN,Japan,Japan,JPN,Japan,Japan,,,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,2003-10-31,1919480,,True
2024-07-31,Silver Medal,2.0,ZHANG Boheng,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,2000-03-04,1918864,,True
2024-07-31,Bronze Medal,3.0,XIAO Ruoteng,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,1996-01-30,1918860,,True
2024-07-31,Gold Medal,1.0,FOX Jessica,Female,AUS,Australia,Australia,AUS,Australia,Australia,,,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,1994-06-11,1940205,,True
2024-07-31,Silver Medal,2.0,LILIK Elena,Female,GER,Germany,Germany,GER,Germany,Germany,,,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,1998-09-14,1913770,,True
2024-07-31,Bronze Medal,3.0,LEIBFARTH Evy,Female,USA,United States,United States of America,USA,United States,United States of America,,,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,2004-01-26,1955132,,True
2024-07-31,Gold Medal,1.0,TORRES GIL Jose,Male,ARG,Argentina,Argentina,ARG,Argentina,Argentina,,,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,1995-03-28,1916809,,True
2024-07-31,Silver Medal,2.0,REILLY Kieran Darren David,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,2001-07-12,1912548,,True
2024-07-31,Bronze Medal,3.0,JEANJEAN Anthony,Male,FRA,France,France,FRA,France,France,,,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,1998-05-13,1895685,,True
2024-07-31,Gold Medal,1.0,DENG Yawen,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,2005-10-17,1920569,,True
2024-07-31,Silver Medal,2.0,BENEGAS Perris,Female,USA,United States,United States of America,USA,United States,United States of America,,,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,1995-07-22,1955071,,True
2024-07-31,Bronze Medal,3.0,DIEHM Natalya,Female,AUS,Australia,Australia,AUS,Australia,Australia,,,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,1997-09-23,1940118,,True
2024-07-31,Gold Medal,1.0,BEKAURI Lasha,Male,GEO,Georgia,Georgia,GEO,Georgia,Georgia,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/fnl-000100--,2000-07-26,1548817,,True
2024-07-31,Silver Medal,2.0,MURAO Sanshiro,Male,JPN,Japan,Japan,JPN,Japan,Japan,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/fnl-000100--,2000-08-28,1896750,,True
2024-07-31,Bronze Medal,3.0,NGAYAP HAMBOU Maxime-Gael,Male,FRA,France,France,FRA,France,France,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/repf000100--,2001-06-22,1891318,,True
2024-07-31,Bronze Medal,3.0,TSELIDIS Theodoros,Male,GRE,Greece,Greece,GRE,Greece,Greece,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/repf000200--,1996-08-05,1961318,,True
2024-07-31,Gold Medal,1.0,MATIC Barbara,Female,CRO,Croatia,Croatia,CRO,Croatia,Croatia,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/fnl-000100--,1994-12-03,1898499,,True
2024-07-31,Silver Medal,2.0,BUTKEREIT Miriam,Female,GER,Germany,Germany,GER,Germany,Germany,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/fnl-000100--,1994-05-08,1563082,,True
2024-07-31,Bronze Medal,3.0,POLLERES Michaela,Female,AUT,Austria,Austria,AUT,Austria,Austria,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/repf000100--,1997-07-15,1566421,,True
2024-07-31,Bronze Medal,3.0,WILLEMS Gabriella,Female,BEL,Belgium,Belgium,BEL,Belgium,Belgium,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/repf000200--,1997-07-01,1903248,,True
2024-07-31,Gold Medal,1.0,RUANO OLIVA Adriana,Female,GUA,Guatemala,Guatemala,GUA,Guatemala,Guatemala,,,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,1995-06-26,1958899,,True
2024-07-31,Silver Medal,2.0,STANCO Silvana Maria,Female,ITA,Italy,Italy,ITA,Italy,Italy,,,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,1993-01-06,1915317,,True
2024-07-31,Bronze Medal,3.0,SMITH Penny,Female,AUS,Australia,Australia,AUS,Australia,Australia,,,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,1995-04-21,1967454,,True
2024-07-31,Gold Medal,1.0,PAN Zhanle,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,2004-08-04,1945148,,True
2024-07-31,Silver Medal,2.0,CHALMERS Kyle,Male,AUS,Australia,Australia,AUS,Australia,Australia,,,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,1998-06-25,1946200,,True
2024-07-31,Bronze Medal,3.0,POPOVICI David,Male,ROU,Romania,Romania,ROU,Romania,Romania,,,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,2004-09-15,1543549,,True
2024-07-31,Gold Medal,1.0,MARCHAND Leon,Male,FRA,France,France,FRA,France,France,,,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,2002-05-17,1909294,,True
2024-07-31,Silver Medal,2.0,STUBBLETY-COOK Zac,Male,AUS,Australia,Australia,AUS,Australia,Australia,,,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,1999-01-04,1946185,,True
2024-07-31,Bronze Medal,3.0,CORBEAU Caspar,Male,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,,,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,2001-04-03,1972545,,True
2024-07-31,Gold Medal,1.0,MARCHAND Leon,Male,FRA,France,France,FRA,France,France,,,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,2002-05-17,1909294,,True
2024-07-31,Silver Medal,2.0,MILAK Kristof,Male,HUN,Hungary,Hungary,HUN,Hungary,Hungary,,,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,2000-02-20,1905860,,True
2024-07-31,Bronze Medal,3.0,KHARUN Ilya,Male,CAN,Canada,Canada,CAN,Canada,Canada,,,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,2005-02-07,1967058,,True
2024-07-31,Gold Medal,1.0,SJOESTROEM Sarah,Female,SWE,Sweden,Sweden,SWE,Sweden,Sweden,,,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,1993-08-17,1572557,,True
2024-07-31,Silver Medal,2.0,HUSKE Torri,Female,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,2002-12-07,1935923,,True
2024-07-31,Bronze Medal,3.0,HAUGHEY Siobhan Bernadette,Female,HKG,"Hong Kong, China","Hong Kong, China",HKG,"Hong Kong, China","Hong Kong, China",,,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,1997-10-31,1925125,,True
2024-07-31,Gold Medal,1.0,LEDECKY Katie,Female,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,1997-03-17,1935938,,True
2024-07-31,Silver Medal,2.0,KIRPICHNIKOVA Anastasiia,Female,FRA,France,France,FRA,France,France,,,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,2000-06-24,1909209,,True
2024-07-31,Bronze Medal,3.0,GOSE Isabel,Female,GER,Germany,Germany,GER,Germany,Germany,,,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,2002-05-09,1907171,,True
2024-07-31,Gold Medal,1.0,YEE Alex,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,1998-02-18,1904251,,True
2024-07-31,Silver Medal,2.0,WILDE Hayden,Male,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,,,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,1997-09-01,1926549,,True
2024-07-31,Bronze Medal,3.0,BERGERE Leo,Male,FRA,France,France,FRA,France,France,,,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,1996-06-28,1543967,,True
2024-07-31,Gold Medal,1.0,BEAUGRAND Cassandre,Female,FRA,France,France,FRA,France,France,,,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,1997-05-23,1543963,,True
2024-07-31,Silver Medal,2.0,DERRON Julie,Female,SUI,Switzerland,Switzerland,SUI,Switzerland,Switzerland,,,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,1996-09-10,1976489,,True
2024-07-31,Bronze Medal,3.0,POTTER Beth,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,1991-12-27,1904244,,True
2024-08-01,Gold Medal,1.0,BILES Simone,Female,USA,United States,United States of America,USA,United States,United States of America,,,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,1997-03-14,1959861,,True
2024-08-01,Silver Medal,2.0,ANDRADE Rebeca,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,,,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,1999-05-08,1953634,,True
2024-08-01,Bronze Medal,3.0,LEE Sunisa,Female,USA,United States,United States of America,USA,United States,United States of America,,,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,2003-03-09,1959866,,True
2024-08-01,Gold Medal,1.0,PINTADO Brian Daniel,Male,ECU,Ecuador,Ecuador,ECU,Ecuador,Ecuador,,,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,1995-07-29,1929767,,True
2024-08-01,Silver Medal,2.0,BONFIM Caio,Male,BRA,Brazil,Brazil,BRA,Brazil,Brazil,,,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,1991-03-19,1951928,,True
2024-08-01,Bronze Medal,3.0,MARTIN Alvaro,Male,ESP,Spain,Spain,ESP,Spain,Spain,,,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,1994-06-18,1904165,,True
2024-08-01,Gold Medal,1.0,YANG Jiayu,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,1996-02-18,1919002,,True
2024-08-01,Silver Medal,2.0,PEREZ Maria,Female,ESP,Spain,Spain,ESP,Spain,Spain,,,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,1996-04-29,1905369,,True
2024-08-01,Bronze Medal,3.0,MONTAG Jemima,Female,AUS,Australia,Australia,AUS,Australia,Australia,,,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,1998-02-15,1939791,,True
2024-08-01,Gold Medal,1.0,de GENNARO Giovanni,Male,ITA,Italy,Italy,ITA,Italy,Italy,,,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,1992-07-21,1550975,,True
2024-08-01,Silver Medal,2.0,CASTRYCK Titouan,Male,FRA,France,France,FRA,France,France,,,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,2004-08-28,1880464,,True
2024-08-01,Bronze Medal,3.0,ECHANIZ Pau,Male,ESP,Spain,Spain,ESP,Spain,Spain,,,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,2001-05-29,1953935,,True
2024-08-01,Gold Medal,1.0,KOTSOIEV Zelym,Male,AZE,Azerbaijan,Azerbaijan,AZE,Azerbaijan,Azerbaijan,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/fnl-000100--,1998-08-09,1972367,,True
2024-08-01,Silver Medal,2.0,SULAMANIDZE Ilia,Male,GEO,Georgia,Georgia,GEO,Georgia,Georgia,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/fnl-000100--,2001-06-18,1552370,,True
2024-08-01,Bronze Medal,3.0,PALTCHIK Peter,Male,ISR,Israel,Israel,ISR,Israel,Israel,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/repf000100--,1992-01-04,1892957,,True
2024-08-01,Bronze Medal,3.0,TUROBOYEV Muzaffarbek,Male,UZB,Uzbekistan,Uzbekistan,UZB,Uzbekistan,Uzbekistan,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/repf000200--,2000-04-05,1565754,,True
2024-08-01,Gold Medal,1.0,BELLANDI Alice,Female,ITA,Italy,Italy,ITA,Italy,Italy,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/fnl-000100--,1998-11-20,1925349,,True
2024-08-01,Silver Medal,2.0,LANIR Inbar,Female,ISR,Israel,Israel,ISR,Israel,Israel,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/fnl-000100--,2000-04-03,1892794,,True
2024-08-01,Bronze Medal,3.0,MA Zhenzhao,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/repf000100--,1998-04-24,1891067,,True
2024-08-01,Bronze Medal,3.0,SAMPAIO Patricia,Female,POR,Portugal,Portugal,POR,Portugal,Portugal,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/repf000200--,1999-06-30,1943504,,True
2024-08-01,Gold Medal,1.0,LIU Yukun,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,1997-04-12,1913922,,True
2024-08-01,Silver Medal,2.0,KULISH Serhiy,Male,UKR,Ukraine,Ukraine,UKR,Ukraine,Ukraine,,,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,1993-04-17,1555976,,True
2024-08-01,Bronze Medal,3.0,KUSALE Swapnil,Male,IND,India,India,IND,India,India,,,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,1995-08-06,1538084,,True
2024-08-01,Gold Medal,1.0,KOS Hubert,Male,HUN,Hungary,Hungary,HUN,Hungary,Hungary,,,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,2003-03-28,1904977,,True
2024-08-01,Silver Medal,2.0,CHRISTOU Apostolos,Male,GRE,Greece,Greece,GRE,Greece,Greece,,,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,1996-11-01,1954557,,True
2024-08-01,Bronze Medal,3.0,MITYUKOV Roman,Male,SUI,Switzerland,Switzerland,SUI,Switzerland,Switzerland,,,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,2000-07-30,1977754,,True
2024-08-01,Gold Medal,1.0,DOUGLASS Kate,Female,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--,2001-11-17,1935895,,True
2024-08-01,Silver Medal,2.0,SMITH Tatjana,Female,RSA,South Africa,South Africa,RSA,South Africa,South Africa,,,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--,1997-07-09,1962589,,True
